name,label
Illumina Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 190, ""Director_Removal"": 8, ""Systemic_Risk_Management"": 76, ""Business_Model_Resilience"": 19, ""Product_Design_And_Lifecycle_Management"": 51, ""Competitive_Behavior"": 58, ""Customer_Welfare"": 6, ""Ecological_Impacts"": 7, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Access_And_Affordability"": 5, ""Product_Quality_And_Safety"": 7, ""Human_Rights_And_Community_Relations"": 1, ""Labor_Practices"": 5, ""Physical_Impacts_Of_Climate_Change"": 1, ""Air_Quality"": 1, ""Critical_Incident_Risk_Management"": 1, ""Data_Security"": 4, ""Business_Ethics"": 17, ""Customer_Privacy"": 2, ""Employee_Health_And_Safety"": 1}"
Incyte Genomics Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 164, ""Business_Ethics"": 19, ""Business_Model_Resilience"": 10, ""Competitive_Behavior"": 100, ""Product_Design_And_Lifecycle_Management"": 52, ""Systemic_Risk_Management"": 40, ""Selling_Practices_And_Product_Labeling"": 18, ""Data_Security"": 4, ""Customer_Welfare"": 58, ""Access_And_Affordability"": 33, ""Employee_Health_And_Safety"": 21, ""Product_Quality_And_Safety"": 28, ""Employee_Engagement_Inclusion_And_Diversity"": 7, ""Labor_Practices"": 4, ""Physical_Impacts_Of_Climate_Change"": 4, ""Supply_Chain_Management"": 3, ""Waste_And_Hazardous_Materials_Management"": 2, ""Customer_Privacy"": 3, ""Energy_Management"": 1, ""Director_Removal"": 5}"
Ingersoll Rand Inc.,"{""Product_Design_And_Lifecycle_Management"": 54, ""Systemic_Risk_Management"": 122, ""Employee_Engagement_Inclusion_And_Diversity"": 18, ""Business_Model_Resilience"": 24, ""GHG_Emissions"": 1, ""Customer_Privacy"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 201, ""Product_Quality_And_Safety"": 3, ""Air_Quality"": 6, ""Water_And_Wastewater_Management"": 2, ""Energy_Management"": 2, ""Waste_And_Hazardous_Materials_Management"": 7, ""Competitive_Behavior"": 29, ""Supply_Chain_Management"": 10, ""Labor_Practices"": 14, ""Employee_Health_And_Safety"": 6, ""Human_Rights_And_Community_Relations"": 1, ""Data_Security"": 2, ""Business_Ethics"": 18, ""Critical_Incident_Risk_Management"": 1, ""Director_Removal"": 2}"
Insulet Corporation,"{""Management_Of_Legal_And_Regulatory_Framework"": 147, ""Business_Ethics"": 27, ""Customer_Welfare"": 20, ""Employee_Health_And_Safety"": 6, ""Access_And_Affordability"": 7, ""Data_Security"": 17, ""Product_Design_And_Lifecycle_Management"": 42, ""Competitive_Behavior"": 66, ""Supply_Chain_Management"": 14, ""Product_Quality_And_Safety"": 21, ""Customer_Privacy"": 20, ""Employee_Engagement_Inclusion_And_Diversity"": 10, ""Labor_Practices"": 15, ""Business_Model_Resilience"": 8, ""Selling_Practices_And_Product_Labeling"": 4, ""Systemic_Risk_Management"": 47, ""Critical_Incident_Risk_Management"": 1, ""Energy_Management"": 3, ""Director_Removal"": 1, ""Ecological_Impacts"": 1}"
Intel Corp,"{""Management_Of_Legal_And_Regulatory_Framework"": 147, ""Systemic_Risk_Management"": 99, ""Business_Model_Resilience"": 25, ""Product_Design_And_Lifecycle_Management"": 108, ""Supply_Chain_Management"": 25, ""GHG_Emissions"": 4, ""Energy_Management"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 18, ""Ecological_Impacts"": 2, ""Data_Security"": 24, ""Competitive_Behavior"": 51, ""Customer_Privacy"": 2, ""Labor_Practices"": 6, ""Employee_Health_And_Safety"": 4, ""Physical_Impacts_Of_Climate_Change"": 5, ""Human_Rights_And_Community_Relations"": 1, ""Water_And_Wastewater_Management"": 1, ""Waste_And_Hazardous_Materials_Management"": 1, ""Product_Quality_And_Safety"": 4, ""Air_Quality"": 1, ""Business_Ethics"": 14, ""Access_And_Affordability"": 1, ""Director_Removal"": 4}"
Intercontinental Exchange Inc.,"{""Systemic_Risk_Management"": 193, ""Business_Model_Resilience"": 32, ""Competitive_Behavior"": 61, ""Energy_Management"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 320, ""Physical_Impacts_Of_Climate_Change"": 9, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""GHG_Emissions"": 1, ""Business_Ethics"": 26, ""Customer_Privacy"": 5, ""Data_Security"": 21, ""Critical_Incident_Risk_Management"": 4, ""Product_Design_And_Lifecycle_Management"": 6, ""Labor_Practices"": 7, ""Director_Removal"": 7, ""Supply_Chain_Management"": 2, ""Access_And_Affordability"": 1, ""Employee_Health_And_Safety"": 1}"
International Paper Co.,"{""Product_Design_And_Lifecycle_Management"": 46, ""Business_Model_Resilience"": 10, ""Supply_Chain_Management"": 12, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""Ecological_Impacts"": 7, ""Waste_And_Hazardous_Materials_Management"": 10, ""Access_And_Affordability"": 2, ""Employee_Health_And_Safety"": 6, ""Systemic_Risk_Management"": 107, ""Management_Of_Legal_And_Regulatory_Framework"": 194, ""Business_Ethics"": 17, ""Customer_Privacy"": 3, ""Labor_Practices"": 14, ""Air_Quality"": 1, ""GHG_Emissions"": 9, ""Physical_Impacts_Of_Climate_Change"": 8, ""Product_Quality_And_Safety"": 1, ""Energy_Management"": 5, ""Competitive_Behavior"": 26, ""Data_Security"": 6, ""Director_Removal"": 8, ""Customer_Welfare"": 1}"
Intuitive Surgical Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 163, ""Systemic_Risk_Management"": 44, ""Business_Ethics"": 13, ""Business_Model_Resilience"": 20, ""Product_Design_And_Lifecycle_Management"": 18, ""Competitive_Behavior"": 58, ""Supply_Chain_Management"": 6, ""Access_And_Affordability"": 2, ""Waste_And_Hazardous_Materials_Management"": 4, ""Data_Security"": 9, ""Energy_Management"": 3, ""Employee_Health_And_Safety"": 5, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Critical_Incident_Risk_Management"": 1, ""Director_Removal"": 19, ""Customer_Privacy"": 2, ""Product_Quality_And_Safety"": 1, ""Labor_Practices"": 7}"
Intuit Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 181, ""Business_Model_Resilience"": 32, ""Business_Ethics"": 25, ""Data_Security"": 23, ""Systemic_Risk_Management"": 80, ""Competitive_Behavior"": 42, ""Product_Design_And_Lifecycle_Management"": 38, ""Labor_Practices"": 3, ""Customer_Privacy"": 7, ""Selling_Practices_And_Product_Labeling"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 14, ""Employee_Health_And_Safety"": 1, ""Director_Removal"": 4, ""Physical_Impacts_Of_Climate_Change"": 2, ""Supply_Chain_Management"": 2, ""Customer_Welfare"": 2}"
Invesco Ltd,"{""Management_Of_Legal_And_Regulatory_Framework"": 163, ""Product_Quality_And_Safety"": 2, ""Systemic_Risk_Management"": 124, ""Business_Ethics"": 24, ""Business_Model_Resilience"": 21, ""Competitive_Behavior"": 13, ""Product_Design_And_Lifecycle_Management"": 13, ""Employee_Engagement_Inclusion_And_Diversity"": 2, ""Employee_Health_And_Safety"": 2, ""Physical_Impacts_Of_Climate_Change"": 2, ""Data_Security"": 5, ""Critical_Incident_Risk_Management"": 1, ""Customer_Privacy"": 3, ""Director_Removal"": 7, ""Labor_Practices"": 4, ""Energy_Management"": 1}"
Invitation Homes Inc.,"{""Access_And_Affordability"": 6, ""Air_Quality"": 1, ""Product_Design_And_Lifecycle_Management"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 17, ""Competitive_Behavior"": 62, ""Management_Of_Legal_And_Regulatory_Framework"": 238, ""Systemic_Risk_Management"": 111, ""Director_Removal"": 9, ""Physical_Impacts_Of_Climate_Change"": 16, ""Energy_Management"": 22, ""Business_Model_Resilience"": 32, ""Human_Rights_And_Community_Relations"": 4, ""Employee_Health_And_Safety"": 7, ""Waste_And_Hazardous_Materials_Management"": 3, ""Labor_Practices"": 8, ""Business_Ethics"": 18, ""Data_Security"": 10, ""Customer_Privacy"": 4, ""Product_Quality_And_Safety"": 1, ""GHG_Emissions"": 2, ""Supply_Chain_Management"": 1}"
Iqvia Holdings Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 185, ""Business_Ethics"": 33, ""Business_Model_Resilience"": 41, ""Systemic_Risk_Management"": 93, ""Data_Security"": 24, ""Competitive_Behavior"": 73, ""Customer_Welfare"": 12, ""Customer_Privacy"": 16, ""Access_And_Affordability"": 8, ""Product_Design_And_Lifecycle_Management"": 4, ""Product_Quality_And_Safety"": 4, ""Selling_Practices_And_Product_Labeling"": 2, ""Waste_And_Hazardous_Materials_Management"": 2, ""Employee_Health_And_Safety"": 5, ""Employee_Engagement_Inclusion_And_Diversity"": 15, ""Labor_Practices"": 11, ""Director_Removal"": 13, ""GHG_Emissions"": 1, ""Physical_Impacts_Of_Climate_Change"": 1, ""Supply_Chain_Management"": 2}"
Iron Mountain Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 240, ""Business_Ethics"": 16, ""Systemic_Risk_Management"": 116, ""Business_Model_Resilience"": 53, ""Data_Security"": 19, ""Physical_Impacts_Of_Climate_Change"": 5, ""Customer_Privacy"": 8, ""Energy_Management"": 14, ""Product_Design_And_Lifecycle_Management"": 7, ""Competitive_Behavior"": 36, ""Labor_Practices"": 12, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Human_Rights_And_Community_Relations"": 3, ""Waste_And_Hazardous_Materials_Management"": 5, ""GHG_Emissions"": 1, ""Air_Quality"": 1, ""Critical_Incident_Risk_Management"": 2, ""Supply_Chain_Management"": 5, ""Director_Removal"": 5, ""Employee_Health_And_Safety"": 1, ""Ecological_Impacts"": 1}"
Jabil Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 171, ""Systemic_Risk_Management"": 63, ""Business_Ethics"": 24, ""Product_Design_And_Lifecycle_Management"": 51, ""Supply_Chain_Management"": 12, ""Competitive_Behavior"": 22, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Employee_Health_And_Safety"": 5, ""Human_Rights_And_Community_Relations"": 1, ""Labor_Practices"": 6, ""Product_Quality_And_Safety"": 6, ""Business_Model_Resilience"": 15, ""Data_Security"": 5, ""Customer_Privacy"": 4, ""Waste_And_Hazardous_Materials_Management"": 2, ""Physical_Impacts_Of_Climate_Change"": 3, ""Critical_Incident_Risk_Management"": 1, ""Director_Removal"": 80, ""Energy_Management"": 1}"
Jacobs Solutions Inc.,"{""Business_Model_Resilience"": 12, ""Systemic_Risk_Management"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 19, ""Physical_Impacts_Of_Climate_Change"": 8, ""Management_Of_Legal_And_Regulatory_Framework"": 3, ""Human_Rights_And_Community_Relations"": 2, ""GHG_Emissions"": 6, ""Employee_Health_And_Safety"": 4, ""Water_And_Wastewater_Management"": 3, ""Competitive_Behavior"": 1, ""Energy_Management"": 2, ""Supply_Chain_Management"": 1, ""Data_Security"": 1, ""Product_Design_And_Lifecycle_Management"": 2, ""Customer_Privacy"": 1, ""Waste_And_Hazardous_Materials_Management"": 1}"
Jb Hunt Transport Services Inc,"{""Labor_Practices"": 57, ""Management_Of_Legal_And_Regulatory_Framework"": 135, ""Business_Model_Resilience"": 20, ""Employee_Engagement_Inclusion_And_Diversity"": 28, ""Employee_Health_And_Safety"": 24, ""Supply_Chain_Management"": 19, ""Air_Quality"": 2, ""Product_Design_And_Lifecycle_Management"": 11, ""Energy_Management"": 19, ""Director_Removal"": 67, ""Customer_Privacy"": 4, ""Competitive_Behavior"": 33, ""Systemic_Risk_Management"": 40, ""GHG_Emissions"": 3, ""Product_Quality_And_Safety"": 2, ""Access_And_Affordability"": 2, ""Business_Ethics"": 21, ""Customer_Welfare"": 1, ""Critical_Incident_Risk_Management"": 1, ""Waste_And_Hazardous_Materials_Management"": 7, ""Physical_Impacts_Of_Climate_Change"": 3, ""Data_Security"": 2}"
Johnson & Johnson,"{""Product_Design_And_Lifecycle_Management"": 15, ""Human_Rights_And_Community_Relations"": 1, ""Business_Model_Resilience"": 18, ""Competitive_Behavior"": 94, ""Access_And_Affordability"": 14, ""Supply_Chain_Management"": 4, ""Customer_Privacy"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 106, ""Systemic_Risk_Management"": 112, ""Employee_Health_And_Safety"": 7, ""Data_Security"": 10, ""Product_Quality_And_Safety"": 4, ""Business_Ethics"": 34, ""Labor_Practices"": 7, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Physical_Impacts_Of_Climate_Change"": 2, ""Director_Removal"": 6, ""Customer_Welfare"": 7, ""Selling_Practices_And_Product_Labeling"": 1, ""Energy_Management"": 1, ""Waste_And_Hazardous_Materials_Management"": 2}"
Johnson Controls International Plc,"{""Management_Of_Legal_And_Regulatory_Framework"": 430, ""Systemic_Risk_Management"": 111, ""Labor_Practices"": 25, ""Product_Design_And_Lifecycle_Management"": 37, ""Air_Quality"": 1, ""GHG_Emissions"": 12, ""Energy_Management"": 2, ""Data_Security"": 12, ""Product_Quality_And_Safety"": 7, ""Competitive_Behavior"": 59, ""Employee_Engagement_Inclusion_And_Diversity"": 19, ""Supply_Chain_Management"": 14, ""Employee_Health_And_Safety"": 12, ""Critical_Incident_Risk_Management"": 3, ""Business_Ethics"": 34, ""Business_Model_Resilience"": 19, ""Physical_Impacts_Of_Climate_Change"": 1, ""Waste_And_Hazardous_Materials_Management"": 15, ""Director_Removal"": 36, ""Water_And_Wastewater_Management"": 7, ""Customer_Welfare"": 1, ""Customer_Privacy"": 9, ""Ecological_Impacts"": 5, ""Access_And_Affordability"": 1}"
Juniper Networks Inc,"{""Director_Removal"": 88, ""Labor_Practices"": 62, ""Customer_Privacy"": 8, ""Competitive_Behavior"": 92, ""Management_Of_Legal_And_Regulatory_Framework"": 267, ""Employee_Engagement_Inclusion_And_Diversity"": 32, ""Business_Model_Resilience"": 44, ""Business_Ethics"": 20, ""Systemic_Risk_Management"": 116, ""Data_Security"": 46, ""Critical_Incident_Risk_Management"": 1, ""Physical_Impacts_Of_Climate_Change"": 2, ""Supply_Chain_Management"": 21, ""GHG_Emissions"": 2, ""Energy_Management"": 3, ""Product_Design_And_Lifecycle_Management"": 73, ""Employee_Health_And_Safety"": 4, ""Waste_And_Hazardous_Materials_Management"": 1, ""Product_Quality_And_Safety"": 4, ""Ecological_Impacts"": 1}"
Keurig Dr Pepper Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 179, ""Customer_Welfare"": 35, ""Business_Model_Resilience"": 20, ""Product_Design_And_Lifecycle_Management"": 36, ""Employee_Health_And_Safety"": 4, ""Systemic_Risk_Management"": 96, ""Supply_Chain_Management"": 7, ""Competitive_Behavior"": 45, ""Product_Quality_And_Safety"": 6, ""Access_And_Affordability"": 1, ""Selling_Practices_And_Product_Labeling"": 6, ""Data_Security"": 8, ""Water_And_Wastewater_Management"": 1, ""Labor_Practices"": 10, ""Business_Ethics"": 14, ""Director_Removal"": 6, ""Customer_Privacy"": 1, ""Energy_Management"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 4}"
"Keysight Technologies, Inc.","{""Supply_Chain_Management"": 12, ""Business_Model_Resilience"": 23, ""Product_Design_And_Lifecycle_Management"": 63, ""Human_Rights_And_Community_Relations"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 13, ""Management_Of_Legal_And_Regulatory_Framework"": 177, ""Business_Ethics"": 17, ""Physical_Impacts_Of_Climate_Change"": 4, ""Data_Security"": 13, ""Competitive_Behavior"": 45, ""Energy_Management"": 2, ""Labor_Practices"": 11, ""Employee_Health_And_Safety"": 4, ""Systemic_Risk_Management"": 68, ""Product_Quality_And_Safety"": 6, ""Waste_And_Hazardous_Materials_Management"": 3, ""Critical_Incident_Risk_Management"": 1, ""Customer_Privacy"": 2, ""Ecological_Impacts"": 1, ""Director_Removal"": 7, ""GHG_Emissions"": 1}"
Kimco Realty Corp.,"{""Business_Model_Resilience"": 37, ""Director_Removal"": 10, ""Systemic_Risk_Management"": 130, ""Competitive_Behavior"": 61, ""Management_Of_Legal_And_Regulatory_Framework"": 231, ""Access_And_Affordability"": 2, ""Critical_Incident_Risk_Management"": 1, ""Business_Ethics"": 15, ""Physical_Impacts_Of_Climate_Change"": 7, ""Human_Rights_And_Community_Relations"": 2, ""Customer_Welfare"": 3, ""Energy_Management"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Employee_Health_And_Safety"": 1, ""Data_Security"": 7, ""GHG_Emissions"": 3, ""Labor_Practices"": 4, ""Supply_Chain_Management"": 2, ""Customer_Privacy"": 2, ""Waste_And_Hazardous_Materials_Management"": 1, ""Ecological_Impacts"": 1}"
"Kinder Morgan, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 211, ""Business_Ethics"": 9, ""Systemic_Risk_Management"": 129, ""Competitive_Behavior"": 59, ""GHG_Emissions"": 24, ""Business_Model_Resilience"": 17, ""Energy_Management"": 10, ""Product_Design_And_Lifecycle_Management"": 18, ""Customer_Welfare"": 2, ""Supply_Chain_Management"": 4, ""Employee_Health_And_Safety"": 13, ""Ecological_Impacts"": 7, ""Waste_And_Hazardous_Materials_Management"": 5, ""Air_Quality"": 1, ""Data_Security"": 9, ""Employee_Engagement_Inclusion_And_Diversity"": 7, ""Critical_Incident_Risk_Management"": 3, ""Physical_Impacts_Of_Climate_Change"": 7, ""Labor_Practices"": 5, ""Water_And_Wastewater_Management"": 2, ""Director_Removal"": 9}"
"Lamb Weston Holdings, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 179, ""Business_Ethics"": 19, ""Systemic_Risk_Management"": 59, ""Competitive_Behavior"": 24, ""Customer_Welfare"": 17, ""Business_Model_Resilience"": 15, ""Product_Design_And_Lifecycle_Management"": 29, ""Labor_Practices"": 10, ""Employee_Health_And_Safety"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Supply_Chain_Management"": 15, ""Selling_Practices_And_Product_Labeling"": 2, ""Product_Quality_And_Safety"": 8, ""Physical_Impacts_Of_Climate_Change"": 6, ""Data_Security"": 8, ""Water_And_Wastewater_Management"": 1, ""Energy_Management"": 3, ""Director_Removal"": 5}"
Lam Research Corp,"{""Competitive_Behavior"": 61, ""Product_Design_And_Lifecycle_Management"": 87, ""Supply_Chain_Management"": 17, ""Business_Model_Resilience"": 32, ""Employee_Engagement_Inclusion_And_Diversity"": 34, ""Systemic_Risk_Management"": 99, ""Management_Of_Legal_And_Regulatory_Framework"": 212, ""Business_Ethics"": 29, ""Physical_Impacts_Of_Climate_Change"": 3, ""Director_Removal"": 69, ""Labor_Practices"": 51, ""Human_Rights_And_Community_Relations"": 2, ""Waste_And_Hazardous_Materials_Management"": 5, ""Employee_Health_And_Safety"": 8, ""Data_Security"": 10, ""GHG_Emissions"": 2, ""Energy_Management"": 2, ""Customer_Privacy"": 3, ""Ecological_Impacts"": 1}"
Las Vegas Sands Corp.,"{""Management_Of_Legal_And_Regulatory_Framework"": 335, ""Employee_Health_And_Safety"": 8, ""Business_Model_Resilience"": 29, ""Product_Design_And_Lifecycle_Management"": 10, ""Business_Ethics"": 18, ""Competitive_Behavior"": 38, ""Human_Rights_And_Community_Relations"": 2, ""Customer_Welfare"": 10, ""Energy_Management"": 14, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Ecological_Impacts"": 4, ""Water_And_Wastewater_Management"": 1, ""Director_Removal"": 9, ""Labor_Practices"": 13, ""Systemic_Risk_Management"": 84, ""Physical_Impacts_Of_Climate_Change"": 3, ""Data_Security"": 9, ""Critical_Incident_Risk_Management"": 2, ""Air_Quality"": 1, ""Customer_Privacy"": 7, ""Waste_And_Hazardous_Materials_Management"": 2}"
"Leidos Holdings, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 203, ""Business_Ethics"": 31, ""Business_Model_Resilience"": 25, ""Competitive_Behavior"": 48, ""Data_Security"": 35, ""Product_Design_And_Lifecycle_Management"": 16, ""Critical_Incident_Risk_Management"": 2, ""Air_Quality"": 1, ""Energy_Management"": 5, ""Access_And_Affordability"": 4, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""Employee_Health_And_Safety"": 3, ""Supply_Chain_Management"": 1, ""Labor_Practices"": 5, ""Customer_Privacy"": 3, ""Systemic_Risk_Management"": 72, ""Waste_And_Hazardous_Materials_Management"": 5, ""Physical_Impacts_Of_Climate_Change"": 4, ""Product_Quality_And_Safety"": 1, ""Director_Removal"": 6}"
